frame,n_total,vx_raw,vy_raw,vx_apply,vy_apply,vx_smooth,vy_smooth,vx_kalman,vy_kalman,inlier_fraction,ego_fit_inliers,ego_fit_coverage,ego_fit_score,speed_apply,speed_smooth,n_static,n_moving,n_uncertain,static_fraction,use_vr_comp,compensate_mode
0000000074_99445_000000000604.bin,376,4.600220768013812,1.0537645010920682,4.41432476342801,0.6619729878380569,4.465610428055124,0.6849215761731112,4.41432476342801,0.6619729878380569,0.21621621621621623,80,1.0,0.21621621621621623,4.463683608147088,4.517830680831468,82,294,0,0.21808510638297873,False,kalman
0000000075_11927_000000000605.bin,420,4.590243609222625,0.6295604131250897,4.475556824011521,0.6506911451819886,4.4967687233469995,0.6710812854111059,4.475556824011521,0.6506911451819886,0.2542372881355932,105,1.0,0.2542372881355932,4.522610734009102,4.546567831111819,113,307,0,0.26904761904761904,False,kalman
0000000075_24097_000000000606.bin,413,4.672542193923638,0.8808348737516355,4.536864198214766,0.7223183309686487,4.540712090991159,0.7235196824962383,4.536864198214766,0.7223183309686487,0.22660098522167488,92,1.0,0.22660098522167488,4.594004845915625,4.59799380428386,110,303,0,0.26634382566585957,False,kalman
0000000075_34828_000000000607.bin,456,4.67860565554262,0.6854327257245956,4.58200853241426,0.710570348961969,4.575185482129024,0.7139979433033277,4.58200853241426,0.710570348961969,0.23385300668151449,105,1.0,0.23385300668151449,4.636778236226207,4.630563168657304,116,340,0,0.2543859649122807,False,kalman
0000000075_46220_000000000608.bin,463,4.68181673951495,0.8128128439548082,4.612626091442361,0.7419346597391929,4.601843296475506,0.7387016684661978,4.612626091442361,0.7419346597391929,0.22270742358078602,102,1.0,0.22270742358078602,4.671914650202543,4.660755505313628,114,349,0,0.24622030237580994,False,kalman
0000000075_57807_000000000609.bin,439,4.704587598843988,0.8552360623338844,4.639053745262441,0.7744949159779794,4.6275293720676265,0.7678352669331194,4.639053745262441,0.7744949159779794,0.2013888888888889,87,1.0,0.2013888888888889,4.703260786551094,4.690799408042818,97,342,0,0.22095671981776766,False,kalman
0000000075_69910_000000000610.bin,441,4.829592357944771,0.9082908549045382,4.701262448244938,0.8181777774608823,4.678045118536913,0.8029491639259742,4.701262448244938,0.8181777774608823,0.23623853211009174,103,1.0,0.23623853211009174,4.771926600735683,4.746454833969924,118,323,0,0.2675736961451247,False,kalman
0000000075_82055_000000000611.bin,442,4.812900336557958,0.789274725284461,4.739239543730062,0.8083455064559186,4.711758923042174,0.7995305542655959,4.739239543730062,0.8083455064559186,0.25688073394495414,112,1.0,0.25688073394495414,4.807682800545623,4.779113019805223,125,317,0,0.2828054298642534,False,kalman
0000000075_93797_000000000612.bin,449,4.901099540732796,0.8515000331474177,4.790153725128968,0.821920061261562,4.759094077464829,0.8125229239860514,4.790153725128968,0.821920061261562,0.23542600896860988,105,1.0,0.23542600896860988,4.860156921074785,4.827957118716327,120,329,0,0.267260579064588,False,kalman
0000000076_05698_000000000613.bin,467,4.931067329062362,1.007090830093024,4.838954949282061,0.8860484345633777,4.802087390364212,0.8611649005127945,4.838954949282061,0.8860484345633777,0.2701525054466231,124,1.0,0.2701525054466231,4.91940716241028,4.8786932974486295,129,338,0,0.2762312633832976,False,kalman
0000000076_17447_000000000614.bin,482,4.932055297566057,0.7671999771123277,4.8681436921356545,0.8487871661897852,4.8345793671646735,0.8376736696626778,4.8681436921356545,0.8487871661897852,0.23949579831932774,114,1.0,0.23949579831932774,4.941585035266382,4.906613377296046,126,356,0,0.26141078838174275,False,kalman
0000000076_29616_000000000615.bin,499,4.950807654381795,0.7028271537013272,4.893996966322591,0.80313796040944,4.863636438968954,0.8039620406723401,4.893996966322591,0.80313796040944,0.23529411764705882,116,1.0,0.23529411764705882,4.959459334426017,4.929636332764177,130,369,0,0.2605210420841683,False,kalman
0000000076_42068_000000000616.bin,468,4.954762159578654,0.9907179793772601,4.913115551653266,0.862156362339858,4.886417869121379,0.8506510253485702,4.913115551653266,0.862156362339858,0.2349137931034483,109,1.0,0.2349137931034483,4.988187849010928,4.959907938520159,118,350,0,0.25213675213675213,False,kalman
0000000076_54823_000000000617.bin,399,5.036808711596317,0.8761006735415692,4.953573913224388,0.866717358151743,4.9240155797401135,0.8570134373968199,4.953573913224388,0.866717358151743,0.24744897959183673,97,1.0,0.24744897959183673,5.028826253978031,4.9980397618868615,108,291,0,0.2706766917293233,False,kalman
0000000076_67865_000000000618.bin,457,5.120499818376759,0.8917128870890519,5.007398170071058,0.8747770165271884,4.973136639399275,0.8656882998198779,5.007398170071058,0.8747770165271884,0.24444444444444444,110,1.0,0.24444444444444444,5.083234330844407,5.047920786480365,122,335,0,0.26695842450765866,False,kalman
0000000076_80406_000000000619.bin,459,5.068322182794719,0.9155862788659624,5.026935685067734,0.887864000448676,4.996933025248136,0.8781627945813991,5.026935685067734,0.887864000448676,0.24282560706401765,110,1.0,0.24282560706401765,5.104741410208762,5.073510574799515,122,337,0,0.2657952069716776,False,kalman
0000000076_91630_000000000620.bin,418,5.152029010340767,0.8403033664916458,5.068859554374809,0.871924494501223,5.035707021521294,0.8686979375589609,5.068859554374809,0.871924494501223,0.25907990314769974,107,1.0,0.25907990314769974,5.143305309437502,5.110086233452235,123,295,0,0.2942583732057416,False,kalman
0000000077_03920_000000000621.bin,442,5.097124321131641,0.6937718782770279,5.077657584969707,0.8164705726066522,5.0510613464238805,0.8249664227384776,5.077657584969707,0.8164705726066522,0.23556581986143188,102,1.0,0.23556581986143188,5.142881560577983,5.117986940583509,114,328,0,0.2579185520361991,False,kalman
0000000077_18873_000000000622.bin,438,5.1760156558296755,0.78425927652512,5.109601304738643,0.8060093200990913,5.082299923775329,0.8147896361851381,5.109601304738643,0.8060093200990913,0.2471131639722864,107,1.0,0.2471131639722864,5.172782280115165,5.147198720317822,117,321,0,0.2671232876712329,False,kalman
0000000077_27554_000000000623.bin,459,5.099755131073032,0.7448162345578255,5.106400816887475,0.7861185753792097,5.086663725599754,0.7972962857783099,5.106400816887475,0.7861185753792097,0.24833702882483372,112,1.0,0.24833702882483372,5.166557046744505,5.148769680675983,120,339,0,0.26143790849673204,False,kalman
